Generación,Fitness,Máximo
1,-22,-8
1,-20,-8
1,-20,-8
1,-18,-8
1,-18,-8
1,-18,-8
1,-18,-8
1,-18,-8
1,-18,-8
1,-18,-8
1,-18,-8
1,-18,-8
1,-18,-8
1,-18,-8
1,-18,-8
1,-18,-8
1,-18,-8
1,-18,-8
1,-18,-8
1,-18,-8
1,-18,-8
1,-18,-8
1,-16,-8
1,-16,-8
1,-16,-8
1,-16,-8
1,-16,-8
1,-16,-8
1,-16,-8
1,-16,-8
1,-16,-8
1,-16,-8
1,-16,-8
1,-16,-8
1,-16,-8
1,-16,-8
1,-16,-8
1,-16,-8
1,-16,-8
1,-16,-8
1,-14,-8
1,-14,-8
1,-14,-8
1,-14,-8
1,-14,-8
1,-14,-8
1,-14,-8
1,-14,-8
1,-14,-8
1,-14,-8
1,-14,-8
1,-14,-8
1,-14,-8
1,-14,-8
1,-14,-8
1,-14,-8
1,-14,-8
1,-14,-8
1,-14,-8
1,-12,-8
1,-12,-8
1,-12,-8
1,-12,-8
1,-12,-8
1,-12,-8
1,-12,-8
1,-12,-8
1,-12,-8
1,-12,-8
1,-12,-8
1,-12,-8
1,-12,-8
1,-12,-8
1,-12,-8
1,-12,-8
1,-12,-8
1,-12,-8
1,-12,-8
1,-12,-8
1,-12,-8
1,-12,-8
1,-12,-8
1,-12,-8
1,-10,-8
1,-10,-8
1,-10,-8
1,-10,-8
1,-10,-8
1,-10,-8
1,-10,-8
1,-10,-8
1,-10,-8
1,-10,-8
1,-10,-8
1,-10,-8
1,-8,-8
1,-8,-8
1,-8,-8
1,-8,-8
1,-8,-8
2,-20,-2
2,-20,-2
2,-18,-2
2,-18,-2
2,-18,-2
2,-18,-2
2,-18,-2
2,-18,-2
2,-18,-2
2,-18,-2
2,-18,-2
2,-18,-2
2,-16,-2
2,-16,-2
2,-16,-2
2,-16,-2
2,-16,-2
2,-16,-2
2,-16,-2
2,-16,-2
2,-16,-2
2,-14,-2
2,-14,-2
2,-14,-2
2,-14,-2
2,-14,-2
2,-14,-2
2,-14,-2
2,-14,-2
2,-14,-2
2,-14,-2
2,-14,-2
2,-14,-2
2,-14,-2
2,-14,-2
2,-14,-2
